Sample	ValleyStart	ValleyEnd	FirstMinPosition	MinValue	group_id
SRR33393252	267	306	279	14.0	23
SRR33393253	267	306	279	14.0	23
SRR33393269	267	306	279	14.0	23
SRR33695002	267	306	279	14.0	23
TA11188	267	306	279	14.0	23
TA1143	267	306	279	14.0	23
DWR162	267	308	281	12.0	23
SONALIKA	267	308	281	12.0	23
DL7882VIDISHA	267	309	282	11.0	23
SRR33695027	267	310	283	10.0	23
CRR290318	268	303	276	18.0	22
TA11222	268	303	276	18.0	22
HS240	268	306	279	15.0	23
136S23	269	300	273	22.0	24
PI225332	269	303	276	19.0	24
SRR17290062	269	303	276	19.0	24
SRR33613753	269	303	276	19.0	24
TA99	269	303	276	19.0	24
TA11142	269	306	279	16.0	24
TA11171	269	306	279	16.0	24
HW741	269	309	282	13.0	23
SRR33393264	270	303	276	20.0	24
SRR33613747	270	303	276	20.0	24
TA11217	270	303	276	20.0	24
TA11243	270	303	276	20.0	24
TMM	270	303	276	20.0	24
PI221419	270	306	279	17.0	24
TA11143	270	306	279	17.0	24
TA11199	270	306	279	17.0	24
JK3015	270	310	283	13.0	23
TA1173	271	301	274	23.0	24
CRR290384	271	303	276	21.0	24
CWI6197	271	303	276	21.0	24
DWR225	271	303	276	21.0	24
TA1457	271	306	279	18.0	24
SRR33480693	272	302	275	23.0	24
SRR15681639	272	304	279	21.0	24
14S10	272	306	279	19.0	24
SRR13358741	273	303	276	23.0	24
SRR33695008	273	303	276	23.0	24
TA10422	273	303	276	23.0	24
TA1130	273	303	276	23.0	24
TA1148	273	303	276	23.0	24
TA94	273	303	276	23.0	24
WATDE0456	273	303	276	23.0	24
WEW_PI_428069	273	303	276	23.0	24
TA11239	273	304	278	22.0	24
TA76	273	305	278	21.0	24
TRI474	273	306	279	20.0	24
K65	273	309	282	17.0	23
C26_SRR7478302	274	303	276	24.0	24
CRR289916	274	303	276	24.0	24
TA90	274	303	276	24.0	24
WATDE0433	274	303	276	24.0	24
SRR33779389	274	304	277	23.0	24
NP101	274	305	279	22.0	24
IC112047	274	306	279	21.0	24
SRR13358693	274	306	279	21.0	24
TA11183	274	306	279	21.0	24
LALBAHADUR	274	309	282	18.0	23
Type11	274	309	282	18.0	23
TA11240	275	305	278	23.0	24
TA52	275	306	279	22.0	24
TA11207	275	308	281	20.0	24
MONDHYA	315	606	341	0.0	27
JK3015	315	611	341	0.0	27
SRR33695034	319	606	345	0.0	27
HD2967	324	404	350	0.0	41
HI1500AMRITA	324	422	355	0.0	42
SRR33695028	326	405	355	0.0	51
AS18	327	399	353	0.0	51
SRR33695027	327	606	353	0.0	34
SRR33779391	327	606	353	0.0	34
SRR13358698	328	382	354	0.0	52
SRR33695033	328	429	354	0.0	35
C33_SRR7478296	329	358	331	24.0	36
IG95787	329	358	331	24.0	36
Record	329	359	332	23.0	36
WATDE0188	329	359	332	23.0	36
WATDE0196	329	359	332	23.0	36
WATDE0868	329	359	332	23.0	36
DEW_PI_298578	329	361	334	21.0	37
CRR290395	329	362	335	20.0	37
CWI49133	329	362	335	20.0	37
PI221419	329	362	335	20.0	37
SRR33480681	329	362	335	20.0	37
WATDE0597	329	363	336	19.0	37
CRR290152	329	365	338	17.0	37
SRR13358707	329	366	339	16.0	38
2145	329	368	341	14.0	38
TA11186	329	368	341	14.0	38
TA2017	329	368	341	14.0	38
CRR242193	329	371	344	11.0	38
CRR290030	329	371	344	11.0	38
SRR13358739	329	371	344	11.0	38
TA1021	329	371	344	11.0	38
Capitaine	329	372	345	10.0	38
CRR290319	329	372	345	10.0	38
CRR290324	329	372	345	10.0	38
SRR13358725	329	372	345	10.0	38
TA11160	329	372	345	10.0	38
CWI101465	329	376	349	6.0	38
Ergo	329	376	349	6.0	38
SRR33393272	329	376	349	6.0	38
Radiant	329	377	355	5.0	52
SRR13358720	329	377	350	5.0	52
CRR289936	329	378	355	4.0	52
SRR33393271	329	378	351	4.0	52
129S17	329	382	355	0.0	52
130S30	329	382	355	0.0	52
14S10	329	382	355	0.0	52
56S24	329	382	355	0.0	52
64S25	329	382	355	0.0	52
77S29	329	382	355	0.0	52
Agarlocal	329	382	355	0.0	52
C306	329	382	355	0.0	52
cadenza	329	382	355	0.0	52
Cimcog49	329	382	355	0.0	52
CRR1664024	329	382	355	0.0	52
CRR242196	329	382	355	0.0	52
CRR242206	329	382	355	0.0	52
CRR289914	329	382	355	0.0	52
CRR289926	329	382	355	0.0	52
CRR289942	329	382	355	0.0	52
CRR289977	329	382	355	0.0	52
CRR289994	329	382	355	0.0	52
CRR290032	329	382	355	0.0	52
CRR290053	329	382	355	0.0	52
CRR290084	329	382	355	0.0	52
CRR290096	329	382	355	0.0	52
CRR290144	329	382	355	0.0	52
CRR290147	329	382	355	0.0	52
CRR290165	329	382	355	0.0	52
CRR290169	329	382	355	0.0	52
CRR290185	329	382	355	0.0	52
CRR290189	329	382	355	0.0	52
CRR290239	329	382	355	0.0	52
CRR290268	329	382	355	0.0	52
CRR290316	329	382	355	0.0	52
CRR290317	329	382	355	0.0	52
CRR290335	329	382	355	0.0	52
CRR290364	329	382	355	0.0	52
CRR290402	329	382	355	0.0	52
DW_LR_PI_70728	329	382	355	0.0	52
Galant	329	382	355	0.0	52
HD2888	329	382	355	0.0	52
HD2932	329	382	355	0.0	52
IC111837	329	382	355	0.0	52
IC128159	329	382	355	0.0	52
IC573144	329	382	355	0.0	52
Jhusia	329	382	355	0.0	52
Langdon__Knott	329	382	355	0.0	52
Lutin	329	382	355	0.0	52
paragon	329	382	355	0.0	52
PI225271	329	382	355	0.0	52
PI367201	329	382	355	0.0	52
renan	329	382	355	0.0	52
robigus	329	382	355	0.0	52
SRR13358655	329	382	355	0.0	52
SRR13358658	329	382	355	0.0	52
SRR13358665	329	382	355	0.0	52
SRR13358678	329	382	355	0.0	52
SRR13358685	329	382	355	0.0	52
SRR13358699	329	382	355	0.0	52
SRR13358702	329	382	355	0.0	52
SRR13358719	329	382	355	0.0	52
SRR13358723	329	382	355	0.0	52
SRR13358724	329	382	355	0.0	52
SRR13358727	329	382	355	0.0	52
SRR13358735	329	382	355	0.0	52
SRR13358737	329	382	355	0.0	52
SRR13358738	329	382	355	0.0	52
SRR13358743	329	382	355	0.0	52
SRR13358744	329	382	355	0.0	52
SRR13358747	329	382	355	0.0	52
SRR13358748	329	382	355	0.0	52
SRR13358750	329	382	355	0.0	52
SRR13358752	329	382	355	0.0	52
SRR13358753	329	382	355	0.0	52
SRR14251466	329	382	355	0.0	52
SRR22993467	329	382	355	0.0	52
SRR22993471	329	382	355	0.0	52
SRR33393246	329	382	355	0.0	52
SRR33393247	329	382	355	0.0	52
SRR33393252	329	382	355	0.0	52
SRR33393262	329	382	355	0.0	52
SRR33393283	329	382	355	0.0	52
SRR33393285	329	382	355	0.0	52
SRR33393286	329	382	355	0.0	52
SRR33393288	329	382	355	0.0	52
SRR33480652	329	382	355	0.0	52
SRR33480664	329	382	355	0.0	52
SRR33480667	329	382	355	0.0	52
SRR33480674	329	382	355	0.0	52
SRR33480683	329	382	355	0.0	52
SRR33480687	329	382	355	0.0	52
SRR33480690	329	382	355	0.0	52
SRR33480692	329	382	355	0.0	52
SRR33613713	329	382	355	0.0	52
SRR33613724	329	382	355	0.0	52
SRR33613726	329	382	355	0.0	52
SRR33613738	329	382	355	0.0	52
SRR33613740	329	382	355	0.0	52
SRR33613741	329	382	355	0.0	52
SRR33613742	329	382	355	0.0	52
SRR33613745	329	382	355	0.0	52
SRR33695000	329	382	355	0.0	52
SRR33695012	329	382	355	0.0	52
SRR33695022	329	382	355	0.0	52
SRR33695031	329	382	355	0.0	52
SRR33695040	329	382	355	0.0	52
SRR33779366	329	382	355	0.0	52
SRR33779367	329	382	355	0.0	52
SRR33779369	329	382	355	0.0	52
SRR33779373	329	382	355	0.0	52
TA1028	329	382	355	0.0	52
TA1033	329	382	355	0.0	52
TA1042	329	382	355	0.0	52
TA1045	329	382	355	0.0	52
TA1047	329	382	355	0.0	52
TA1049	329	382	355	0.0	52
TA1050	329	382	355	0.0	52
TA1055	329	382	355	0.0	52
TA1082	329	382	355	0.0	52
TA11188	329	382	355	0.0	52
TA11203	329	382	355	0.0	52
TA11209	329	382	355	0.0	52
TA1120	329	382	355	0.0	52
TA11214	329	382	355	0.0	52
TA11233	329	382	355	0.0	52
TA11249	329	382	355	0.0	52
TA11253	329	382	355	0.0	52
TA1169	329	382	355	0.0	52
TA1171	329	382	355	0.0	52
TA117	329	382	355	0.0	52
TA1181	329	382	355	0.0	52
TA1187	329	382	355	0.0	52
TA132	329	382	355	0.0	52
TA133	329	382	355	0.0	52
TA1383	329	382	355	0.0	52
TA1387	329	382	355	0.0	52
TA1390	329	382	355	0.0	52
TA1407	329	382	355	0.0	52
TA1411	329	382	355	0.0	52
TA1438	329	382	355	0.0	52
TA1440	329	382	355	0.0	52
TA1441	329	382	355	0.0	52
TA1445	329	382	355	0.0	52
TA1449	329	382	355	0.0	52
TA1450	329	382	355	0.0	52
TA1468	329	382	355	0.0	52
TA61	329	382	355	0.0	52
TA62	329	382	355	0.0	52
TA63	329	382	355	0.0	52
TRI474	329	382	355	0.0	52
UP2338	329	382	355	0.0	52
VL829	329	382	355	0.0	52
W11_1_SRR7478264	329	382	355	0.0	52
W17_SRR7478280	329	382	355	0.0	52
W20_SRR7478309	329	382	355	0.0	52
WATDE0441	329	382	355	0.0	52
WATDE0527	329	382	355	0.0	52
WEW_Haifa_G25	329	382	355	0.0	52
WEW_IG_115808	329	382	355	0.0	52
WEW_IG_139169	329	382	355	0.0	52
WEW_IG_46387	329	382	355	0.0	52
WEW_PI_415150	329	382	355	0.0	52
WEW_PI_428064	329	382	355	0.0	52
WEW_PI_466984	329	382	355	0.0	52
WEW_PI_467040	329	382	355	0.0	52
WEW_PI_471609	329	382	355	0.0	52
WEW_PI_471653	329	382	355	0.0	52
WEW_PI_471721	329	382	355	0.0	52
WEW_PI_471725	329	382	355	0.0	52
WEW_PI_471753	329	382	355	0.0	52
WEW_PI_478703	329	382	355	0.0	52
WEW_PI_478715	329	382	355	0.0	52
WEW_PI_481524	329	382	355	0.0	52
WEW_PI_656868	329	382	355	0.0	52
CRR061686	329	383	355	0.0	52
CRR061687	329	383	355	0.0	52
CRR061688	329	383	355	0.0	52
CRR061689	329	383	355	0.0	52
CRR061690	329	383	355	0.0	52
CRR061691	329	383	355	0.0	52
CRR061692	329	383	355	0.0	52
CRR061702	329	383	355	0.0	52
CRR061703	329	383	355	0.0	52
CRR061704	329	383	355	0.0	52
CRR061705	329	383	355	0.0	52
CRR061706	329	383	355	0.0	52
CRR061708	329	383	355	0.0	52
CRR061709	329	383	355	0.0	52
CRR061710	329	383	355	0.0	52
CRR061713	329	383	355	0.0	52
CRR061714	329	383	355	0.0	52
CRR061715	329	383	355	0.0	52
CRR061716	329	383	355	0.0	52
CRR061717	329	383	355	0.0	52
CRR242187	329	383	355	0.0	52
G305	329	383	355	0.0	52
ITA-C1	329	383	355	0.0	52
Spitfire	329	383	355	0.0	52
SRR11670754	329	383	355	0.0	52
SRR11670765	329	383	355	0.0	52
SRR11670776	329	383	355	0.0	52
SRR11670787	329	383	355	0.0	52
SRR11670798	329	383	355	0.0	52
SRR13358657	329	383	355	0.0	52
SRR13358659	329	383	355	0.0	52
SRR13358660	329	383	355	0.0	52
SRR13358670	329	383	355	0.0	52
SRR13358677	329	383	355	0.0	52
SRR13358680	329	383	355	0.0	52
SRR13358701	329	383	355	0.0	52
SRR13358718	329	383	355	0.0	52
SRR13358729	329	383	355	0.0	52
SRR13358751	329	383	355	0.0	52
SRR15681640	329	383	355	0.0	52
SRR15681643	329	383	355	0.0	52
SRR25000424	329	383	355	0.0	52
SRR33393267	329	383	355	0.0	52
SRR33393268	329	383	355	0.0	52
SRR33393276	329	383	355	0.0	52
SRR33480676	329	383	355	0.0	52
SRR33613733	329	383	355	0.0	52
SRR33779381	329	383	355	0.0	52
SRR33779386	329	383	355	0.0	52
TA1007	329	383	355	0.0	52
TA1026	329	383	355	0.0	52
TA1029	329	383	355	0.0	52
TA1032	329	383	355	0.0	52
TA1034	329	383	355	0.0	52
TA1035	329	383	355	0.0	52
TA1041	329	383	355	0.0	52
TA10422	329	383	355	0.0	52
TA1056	329	383	355	0.0	52
TA1058	329	383	355	0.0	52
TA1059	329	383	355	0.0	52
TA1061	329	383	355	0.0	52
TA1063	329	383	355	0.0	52
TA1064	329	383	355	0.0	52
TA1065	329	383	355	0.0	52
TA10668	329	383	355	0.0	52
TA1066	329	383	355	0.0	52
TA1068	329	383	355	0.0	52
TA1072	329	383	355	0.0	52
TA1074	329	383	355	0.0	52
TA1077	329	383	355	0.0	52
TA108	329	383	355	0.0	52
TA11051	329	383	355	0.0	52
TA1108	329	383	355	0.0	52
TA110	329	383	355	0.0	52
TA11136	329	383	355	0.0	52
TA11138	329	383	355	0.0	52
TA11143	329	383	355	0.0	52
TA11146	329	383	355	0.0	52
TA11149	329	383	355	0.0	52
TA11153	329	383	355	0.0	52
TA11154	329	383	355	0.0	52
TA11162	329	383	355	0.0	52
TA11166	329	383	355	0.0	52
TA11167	329	383	355	0.0	52
TA11169	329	383	355	0.0	52
TA11171	329	383	355	0.0	52
TA11175	329	383	355	0.0	52
TA11176	329	383	355	0.0	52
TA11177	329	383	355	0.0	52
TA11180	329	383	355	0.0	52
TA11182	329	383	355	0.0	52
TA11189	329	383	355	0.0	52
TA11192	329	383	355	0.0	52
TA11193	329	383	355	0.0	52
TA11196	329	383	355	0.0	52
TA111	329	383	355	0.0	52
TA11206	329	383	355	0.0	52
TA11207	329	383	355	0.0	52
TA11210	329	383	355	0.0	52
TA11218	329	383	355	0.0	52
TA11219	329	383	355	0.0	52
TA11221	329	383	355	0.0	52
TA11223	329	383	355	0.0	52
TA11224	329	383	355	0.0	52
TA11225	329	383	355	0.0	52
TA11230	329	383	355	0.0	52
TA11240	329	383	355	0.0	52
TA11242	329	383	355	0.0	52
TA1148	329	383	355	0.0	52
TA1153	329	383	355	0.0	52
TA1156	329	383	355	0.0	52
TA1175	329	383	355	0.0	52
TA1177	329	383	355	0.0	52
TA1183	329	383	355	0.0	52
TA1191	329	383	355	0.0	52
TA123	329	383	355	0.0	52
TA130	329	383	355	0.0	52
TA1381	329	383	355	0.0	52
TA1389	329	383	355	0.0	52
TA1398	329	383	355	0.0	52
TA1402	329	383	355	0.0	52
TA1404	329	383	355	0.0	52
TA1406	329	383	355	0.0	52
TA1409	329	383	355	0.0	52
TA1419	329	383	355	0.0	52
TA1428	329	383	355	0.0	52
TA1429	329	383	355	0.0	52
TA1436	329	383	355	0.0	52
TA1454	329	383	355	0.0	52
TA1460	329	383	355	0.0	52
TA1464	329	383	355	0.0	52
TA1470	329	383	355	0.0	52
TA1471	329	383	355	0.0	52
TA2016	329	383	355	0.0	52
TA54	329	383	355	0.0	52
TA552	329	383	355	0.0	52
TA67	329	383	355	0.0	52
TA69	329	383	355	0.0	52
TA72	329	383	355	0.0	52
TA76	329	383	355	0.0	52
TA77	329	383	355	0.0	52
TA83	329	383	355	0.0	52
TA90	329	383	355	0.0	52
TA94	329	383	355	0.0	52
TA980	329	383	355	0.0	52
TA993	329	383	355	0.0	52
W10_1_SRR7478263	329	383	355	0.0	52
W15_SRR7478315	329	383	355	0.0	52
W16_SRR7478314	329	383	355	0.0	52
W18_SRR7478310	329	383	355	0.0	52
W19_SRR7478311	329	383	355	0.0	52
W1_SRR7478278	329	383	355	0.0	52
W4_SRR7478319	329	383	355	0.0	52
W8_SRR7478274	329	383	355	0.0	52
W9_SRR7478275	329	383	355	0.0	52
WEW_IG_46057	329	383	355	0.0	52
WEW_PI_467037	329	383	355	0.0	52
WEW_PI_471620	329	383	355	0.0	52
WEW_PI_471693	329	383	355	0.0	52
WEW_PI_471766	329	383	355	0.0	52
WEW_PI_478717	329	383	355	0.0	52
WEW_PI_479779	329	383	355	0.0	52
WEW_PI_487254	329	383	355	0.0	52
WEW_PI_487257	329	383	355	0.0	52
WEW_PI_538701	329	383	355	0.0	52
WEW_PI_538708	329	383	355	0.0	52
WEW_PI_538715	329	383	355	0.0	52
WEW_PI_654311	329	383	355	0.0	52
WEW_PI_654336	329	383	355	0.0	52
WEW_TD_023697	329	383	355	0.0	52
HD2189	329	384	355	0.0	52
IC112048	329	384	355	0.0	52
IC112049	329	384	355	0.0	52
PBW343	329	384	355	0.0	52
SRR13358651	329	384	355	0.0	52
SRR13358673	329	384	355	0.0	52
SRR13358682	329	384	355	0.0	52
SRR13358683	329	384	355	0.0	52
SRR13358686	329	384	355	0.0	52
SRR13358695	329	384	355	0.0	52
SRR13358697	329	384	355	0.0	52
SRR13358726	329	384	355	0.0	52
SRR13358731	329	384	355	0.0	52
SRR13358742	329	384	355	0.0	52
SRR14251471	329	384	355	0.0	52
SRR18289621	329	384	355	0.0	52
SRR33393254	329	384	355	0.0	52
SRR33393263	329	384	355	0.0	52
SRR33613725	329	384	355	0.0	52
SRR33613750	329	384	355	0.0	52
TA109	329	384	355	0.0	52
TA11215	329	384	355	0.0	52
TA11241	329	384	355	0.0	52
TA1394	329	384	355	0.0	52
TA1469	329	384	355	0.0	52
TA68	329	384	355	0.0	52
TUR-L1	329	384	355	0.0	52
WEW_PI_467049	329	384	355	0.0	52
WEW_PI_470980	329	384	355	0.0	52
WEW_PI_656871	329	384	355	0.0	52
CRR242201	329	385	355	0.0	52
DWR162	329	385	355	0.0	52
SRR13358664	329	385	355	0.0	52
SRR13358674	329	385	355	0.0	52
SRR13358755	329	385	355	0.0	52
TA1018	329	385	355	0.0	52
TA11145	329	385	355	0.0	52
TA1115	329	385	355	0.0	52
TA11172	329	385	355	0.0	52
TA11201	329	385	355	0.0	52
TA1195	329	385	355	0.0	52
TA1396	329	385	355	0.0	52
TA1446	329	385	355	0.0	52
TA1461	329	385	355	0.0	52
SRR33393279	329	386	355	0.0	52
TA11139	329	386	355	0.0	52
C18_SRR7478256	329	387	355	0.0	52
CRR290363	329	387	355	0.0	52
SRR33393270	329	387	355	0.0	52
SRR33480671	329	387	355	0.0	52
SRR33779378	329	387	355	0.0	52
SRR33779392	329	387	355	0.0	52
CRR289916	329	388	355	0.0	39
SRR13358745	329	388	355	0.0	39
TA11170	329	389	355	0.0	40
TA11173	329	389	355	0.0	40
TA11237	329	389	355	0.0	40
SRR13358668	329	390	355	0.0	40
89S28	329	391	355	0.0	40
SRR13358704	329	392	355	0.0	40
SRR13358672	329	394	355	0.0	40
TA52	329	394	355	0.0	40
TA1474	329	395	355	0.0	40
TA60	329	395	355	0.0	40
DWR225	329	397	355	0.0	51
IC640652	329	397	355	0.0	51
GW2	329	399	355	0.0	51
SRR33393287	329	399	355	0.0	51
SRR33779374	329	399	355	0.0	51
TA11148	329	399	355	0.0	51
SRR13358692	329	400	355	0.0	51
SRR13358689	329	401	355	0.0	51
SRR33393269	329	401	355	0.0	51
TA11151	329	402	355	0.0	51
TA11216	329	402	355	0.0	51
TA11220	329	402	355	0.0	51
TA1122	329	402	355	0.0	51
TA1457	329	402	355	0.0	51
WEW_PI_471720	329	402	355	0.0	51
CRR061693	329	403	355	0.0	51
CRR061694	329	403	355	0.0	51
CRR061695	329	403	355	0.0	51
CRR061696	329	403	355	0.0	51
CRR061697	329	403	355	0.0	51
CRR061698	329	403	355	0.0	51
CRR061699	329	403	355	0.0	51
CRR061700	329	403	355	0.0	51
CRR061701	329	403	355	0.0	51
CRR061707	329	403	355	0.0	51
CRR290372	329	403	355	0.0	51
IC138560	329	403	355	0.0	51
MACS6222	329	403	355	0.0	51
NP4	329	403	355	0.0	51
PI367199	329	403	355	0.0	51
SharbatiVKSK00111B	329	403	355	0.0	51
SRR11670809	329	403	355	0.0	51
SRR13358650	329	403	355	0.0	51
SRR13358654	329	403	355	0.0	51
SRR13358656	329	403	355	0.0	51
SRR13358666	329	403	355	0.0	51
SRR13358669	329	403	355	0.0	51
SRR13358676	329	403	355	0.0	51
SRR13358681	329	403	355	0.0	51
SRR13358684	329	403	355	0.0	51
SRR13358691	329	403	355	0.0	51
SRR13358706	329	403	355	0.0	51
SRR13358709	329	403	355	0.0	51
SRR13358711	329	403	355	0.0	51
SRR13358713	329	403	355	0.0	51
SRR13358756	329	403	355	0.0	51
SRR15681650	329	403	355	0.0	51
SRR15681651	329	403	355	0.0	51
SRR18289622	329	403	355	0.0	51
SRR33393249	329	403	355	0.0	51
SRR33393251	329	403	355	0.0	51
SRR33480686	329	403	355	0.0	51
SRR33480691	329	403	355	0.0	51
SRR33613721	329	403	355	0.0	51
SRR33613727	329	403	355	0.0	51
SRR33613748	329	403	355	0.0	51
SRR33613752	329	403	355	0.0	51
SRR33695019	329	403	355	0.0	51
SRR33779384	329	403	355	0.0	51
SRR33779388	329	403	355	0.0	51
TA1036	329	403	355	0.0	51
TA1037	329	403	355	0.0	51
TA1040	329	403	355	0.0	51
TA1044	329	403	355	0.0	51
TA1054	329	403	355	0.0	51
TA1057	329	403	355	0.0	51
TA10667	329	403	355	0.0	51
TA1075	329	403	355	0.0	51
TA11137	329	403	355	0.0	51
TA11140	329	403	355	0.0	51
TA11147	329	403	355	0.0	51
TA11150	329	403	355	0.0	51
TA11163	329	403	355	0.0	51
TA11164	329	403	355	0.0	51
TA11165	329	403	355	0.0	51
TA11168	329	403	355	0.0	51
TA11174	329	403	355	0.0	51
TA11178	329	403	355	0.0	51
TA11179	329	403	355	0.0	51
TA11194	329	403	355	0.0	51
TA11195	329	403	355	0.0	51
TA11200	329	403	355	0.0	51
TA11208	329	403	355	0.0	51
TA11212	329	403	355	0.0	51
TA11213	329	403	355	0.0	51
TA11217	329	403	355	0.0	51
TA11226	329	403	355	0.0	51
TA11227	329	403	355	0.0	51
TA11228	329	403	355	0.0	51
TA11231	329	403	355	0.0	51
TA11234	329	403	355	0.0	51
TA11235	329	403	355	0.0	51
TA11239	329	403	355	0.0	51
TA11245	329	403	355	0.0	51
TA11250	329	403	355	0.0	51
TA11251	329	403	355	0.0	51
TA1134	329	403	355	0.0	51
TA113	329	403	355	0.0	51
TA114	329	403	355	0.0	51
TA1173	329	403	355	0.0	51
TA1189	329	403	355	0.0	51
TA1194	329	403	355	0.0	51
